0.284884,0.785483,-0.000135,0.394594,0.717509,-0.033537,0.454124,0.624664,-0.089881,0.480459,0.526054,-0.126383,0.491599,0.426942,-0.161133,0.375053,0.602460,-0.274972,0.394996,0.430855,-0.304803,0.417337,0.343385,-0.254887,0.428389,0.300027,-0.201645,0.298362,0.592533,-0.249735,0.310232,0.396202,-0.294499,0.345524,0.318883,-0.223179,0.373328,0.297608,-0.151343,0.237744,0.583362,-0.208337,0.242955,0.401045,-0.240604,0.276802,0.329771,-0.193761,0.304657,0.305564,-0.145615,0.198449,0.575259,-0.157779,0.201529,0.431015,-0.186603,0.225392,0.364191,-0.169779,0.251629,0.330186,-0.145209,1.000000,0,0,0,0
0.289702,0.797531,-0.000127,0.391237,0.731068,-0.024080,0.448402,0.639258,-0.078147,0.471686,0.535844,-0.109691,0.478784,0.437248,-0.138874,0.375448,0.615398,-0.267933,0.393825,0.441817,-0.309374,0.412290,0.349596,-0.269555,0.425198,0.298472,-0.222566,0.296239,0.604923,-0.243875,0.306756,0.409116,-0.283472,0.336878,0.325246,-0.208068,0.362797,0.299505,-0.133817,0.234844,0.598663,-0.205501,0.237136,0.414748,-0.235278,0.266454,0.332254,-0.186681,0.294329,0.297455,-0.135739,0.197604,0.592946,-0.157472,0.197812,0.447967,-0.172900,0.218851,0.377600,-0.147112,0.243499,0.336266,-0.115600,1.000000,0,0,0,0
0.289153,0.793100,-0.000123,0.391473,0.730588,-0.022768,0.445894,0.636127,-0.075975,0.468943,0.533134,-0.106595,0.477847,0.438416,-0.138603,0.378297,0.620020,-0.271838,0.399736,0.442335,-0.320130,0.419582,0.350887,-0.280750,0.433038,0.300975,-0.233377,0.298718,0.605861,-0.248843,0.310696,0.405126,-0.294099,0.341275,0.320802,-0.220210,0.368718,0.294595,-0.144520,0.236667,0.595510,-0.210862,0.241110,0.408734,-0.245042,0.271261,0.326850,-0.197014,0.301232,0.292869,-0.144964,0.197794,0.587216,-0.163504,0.199207,0.440648,-0.182802,0.220226,0.370220,-0.158103,0.245363,0.330023,-0.127179,1.000000,0,0,0,0
0.287106,0.794563,-0.000125,0.390412,0.730872,-0.023854,0.445481,0.638900,-0.078430,0.468695,0.536221,-0.109694,0.477706,0.441090,-0.142111,0.376716,0.620509,-0.273790,0.397896,0.446290,-0.320793,0.416022,0.353497,-0.282307,0.428872,0.301349,-0.236581,0.297207,0.607405,-0.250088,0.308518,0.409155,-0.294293,0.337057,0.322950,-0.221997,0.362999,0.295055,-0.148290,0.234906,0.597438,-0.211064,0.239085,0.412587,-0.244220,0.268608,0.330302,-0.195062,0.297837,0.296247,-0.141950,0.196057,0.588682,-0.162880,0.198264,0.442032,-0.181736,0.218660,0.372222,-0.155719,0.242633,0.331487,-0.123753,1.000000,0,0,0,0
0.286520,0.791893,-0.000127,0.390526,0.726425,-0.027980,0.445162,0.634720,-0.083953,0.467761,0.534588,-0.116486,0.476164,0.439633,-0.150551,0.375512,0.615851,-0.276561,0.396084,0.442494,-0.321645,0.416209,0.350569,-0.281453,0.429674,0.299260,-0.234319,0.296552,0.603263,-0.250518,0.308279,0.408430,-0.295368,0.337701,0.323108,-0.224403,0.363999,0.293723,-0.150979,0.234971,0.593713,-0.209310,0.238639,0.412573,-0.243957,0.266957,0.329797,-0.199523,0.295502,0.294503,-0.149867,0.196839,0.585550,-0.159010,0.198033,0.442561,-0.178355,0.218943,0.373561,-0.153721,0.243934,0.334533,-0.122089,1.000000,0,0,0,0
0.286186,0.789341,-0.000118,0.390389,0.721835,-0.027498,0.444630,0.631355,-0.084367,0.467150,0.533445,-0.117815,0.475453,0.439501,-0.153119,0.376067,0.615210,-0.278569,0.395068,0.443030,-0.322155,0.414311,0.353484,-0.277563,0.426931,0.304813,-0.226752,0.297477,0.603523,-0.252708,0.307675,0.408272,-0.299045,0.336681,0.324253,-0.226883,0.362129,0.295914,-0.152216,0.235850,0.593756,-0.211450,0.238767,0.413215,-0.246700,0.267990,0.331511,-0.200925,0.296758,0.296723,-0.150036,0.197160,0.584101,-0.161099,0.198665,0.441984,-0.181105,0.219583,0.373498,-0.157076,0.243854,0.333134,-0.125904,1.000000,0,0,0,0
0.286059,0.787958,-0.000118,0.390477,0.720165,-0.029352,0.444348,0.631226,-0.086367,0.466400,0.534427,-0.119376,0.474999,0.439417,-0.152899,0.375030,0.613845,-0.279143,0.392999,0.440926,-0.319138,0.413784,0.352343,-0.268722,0.427461,0.305705,-0.212806,0.297305,0.603095,-0.252591,0.306528,0.408686,-0.299992,0.335259,0.324501,-0.228981,0.359777,0.295946,-0.155264,0.236429,0.593542,-0.210169,0.239211,0.415000,-0.246548,0.268128,0.331815,-0.202844,0.295954,0.295865,-0.154152,0.197981,0.583432,-0.159120,0.199653,0.441622,-0.180723,0.220324,0.371980,-0.160365,0.244025,0.330682,-0.131841,1.000000,0,0,0,0
0.286977,0.788546,-0.000112,0.390638,0.724219,-0.028579,0.444271,0.633781,-0.085130,0.465786,0.535194,-0.118029,0.474433,0.441173,-0.151585,0.374871,0.616273,-0.278025,0.393934,0.443971,-0.318741,0.413336,0.354783,-0.271848,0.426453,0.306540,-0.219572,0.296373,0.604839,-0.252585,0.305879,0.409127,-0.298506,0.334402,0.323941,-0.227873,0.360026,0.295944,-0.155290,0.235197,0.595525,-0.211447,0.237568,0.413956,-0.246717,0.266470,0.330846,-0.202452,0.295463,0.296039,-0.153630,0.197042,0.586881,-0.161338,0.198662,0.443351,-0.180907,0.220125,0.374931,-0.157693,0.245565,0.335729,-0.127764,1.000000,0,0,0,0
0.285703,0.789306,-0.000111,0.390154,0.724647,-0.026755,0.443492,0.636401,-0.081435,0.465116,0.540277,-0.112190,0.476591,0.447706,-0.145913,0.375603,0.615043,-0.274206,0.396188,0.448451,-0.323044,0.415774,0.357584,-0.288198,0.427971,0.304926,-0.245132,0.297374,0.601678,-0.246651,0.306134,0.413131,-0.292708,0.334259,0.328250,-0.224477,0.359029,0.297847,-0.154083,0.236342,0.591150,-0.203662,0.238363,0.417178,-0.239767,0.267662,0.334327,-0.197591,0.296170,0.297689,-0.149230,0.198099,0.581824,-0.151994,0.198610,0.443424,-0.172219,0.219643,0.374864,-0.150452,0.244169,0.333548,-0.120860,1.000000,0,0,0,0
0.286143,0.787105,-0.000110,0.390445,0.725105,-0.028082,0.443561,0.636534,-0.083934,0.464629,0.539122,-0.116499,0.475264,0.445889,-0.151569,0.374445,0.615002,-0.274983,0.395558,0.447936,-0.322610,0.415364,0.356807,-0.287425,0.428074,0.304303,-0.244569,0.296846,0.601841,-0.249102,0.308483,0.412592,-0.295498,0.338668,0.328161,-0.229228,0.364905,0.298494,-0.160467,0.236254,0.591374,-0.207355,0.240862,0.415575,-0.245501,0.271242,0.333367,-0.205489,0.300822,0.297789,-0.159117,0.198100,0.582138,-0.157031,0.199156,0.442297,-0.178291,0.221112,0.373008,-0.156349,0.246876,0.332708,-0.127208,1.000000,0,0,0,0
0.286365,0.786263,-0.000115,0.390451,0.726033,-0.026913,0.443747,0.636889,-0.081757,0.465449,0.538999,-0.113572,0.476694,0.445974,-0.149042,0.374147,0.616655,-0.275794,0.394215,0.448542,-0.325678,0.414736,0.357055,-0.291820,0.428880,0.304759,-0.249224,0.295907,0.601788,-0.248946,0.306472,0.412150,-0.296123,0.337027,0.327372,-0.229312,0.364540,0.299324,-0.159570,0.235298,0.589724,-0.206427,0.239838,0.413183,-0.244075,0.271247,0.331266,-0.202725,0.302175,0.297909,-0.154498,0.197708,0.579802,-0.154822,0.199526,0.438842,-0.176080,0.222412,0.369602,-0.153914,0.249563,0.330801,-0.123804,1.000000,0,0,0,0
0.286940,0.784522,-0.000120,0.391388,0.726040,-0.025841,0.444780,0.636276,-0.080706,0.465806,0.537403,-0.112634,0.476261,0.444311,-0.147873,0.376016,0.617163,-0.276560,0.394717,0.447862,-0.326341,0.414666,0.356065,-0.290964,0.428299,0.303592,-0.246869,0.297302,0.601951,-0.250246,0.307052,0.410994,-0.298240,0.337129,0.326394,-0.230048,0.364334,0.298457,-0.158950,0.236186,0.589414,-0.208223,0.240483,0.411736,-0.246363,0.271929,0.329787,-0.203669,0.303023,0.296208,-0.154286,0.198214,0.579128,-0.156812,0.200290,0.436729,-0.178293,0.222915,0.367787,-0.155062,0.249583,0.329283,-0.124568,1.000000,0,0,0,0
