0.248482,0.820621,-0.000133,0.356030,0.776949,-0.035628,0.417590,0.679317,-0.090061,0.441392,0.563067,-0.120122,0.437830,0.457052,-0.147473,0.329128,0.643368,-0.271292,0.359197,0.466541,-0.294730,0.388958,0.379712,-0.236184,0.408508,0.338298,-0.178359,0.248760,0.621977,-0.242756,0.277877,0.421053,-0.274395,0.315854,0.339825,-0.197538,0.344565,0.317649,-0.126464,0.188394,0.611418,-0.199258,0.205988,0.417260,-0.224922,0.243304,0.339586,-0.174253,0.276172,0.311976,-0.123008,0.151698,0.608157,-0.145971,0.159079,0.448313,-0.160951,0.187606,0.387203,-0.132410,0.218946,0.364044,-0.099478,0,0,0,0
0.238857,0.825387,-0.000092,0.351348,0.774295,-0.033282,0.413112,0.674225,-0.085615,0.436935,0.562186,-0.111622,0.441535,0.462801,-0.139099,0.327855,0.637226,-0.270260,0.357702,0.465411,-0.301217,0.389672,0.381273,-0.249822,0.411978,0.341481,-0.198119,0.249084,0.611888,-0.240316,0.273709,0.419586,-0.277069,0.312824,0.338749,-0.202560,0.343298,0.313949,-0.131962,0.189130,0.596753,-0.193069,0.203627,0.416108,-0.223246,0.241875,0.340964,-0.171652,0.276083,0.314696,-0.118796,0.150933,0.589965,-0.138109,0.157617,0.444311,-0.152897,0.187330,0.384464,-0.121758,0.219287,0.361391,-0.087073,0,0,0,0
0.240719,0.830889,-0.000086,0.351941,0.782992,-0.036348,0.416040,0.682162,-0.091061,0.441631,0.564932,-0.119850,0.447733,0.460727,-0.149827,0.326405,0.643731,-0.273437,0.356024,0.464738,-0.301958,0.389052,0.377899,-0.248249,0.412620,0.336775,-0.196545,0.246128,0.616345,-0.241781,0.273309,0.417860,-0.274577,0.313430,0.337477,-0.198427,0.344768,0.313792,-0.128060,0.186320,0.600367,-0.193025,0.202375,0.412747,-0.220486,0.241676,0.337266,-0.169303,0.277111,0.310997,-0.116873,0.149567,0.594101,-0.136620,0.159503,0.442590,-0.150643,0.190057,0.383110,-0.120392,0.223401,0.360574,-0.088540,0,0,0,0
0.238156,0.832386,-0.000078,0.349009,0.783916,-0.034452,0.413125,0.681823,-0.087920,0.442081,0.565041,-0.115793,0.453444,0.462456,-0.145549,0.323302,0.644623,-0.264391,0.355301,0.463549,-0.291472,0.388834,0.378618,-0.234495,0.413035,0.338726,-0.179502,0.243296,0.615819,-0.234920,0.273787,0.416249,-0.268249,0.316754,0.335160,-0.192322,0.350354,0.312023,-0.120929,0.183399,0.598024,-0.188486,0.201542,0.409507,-0.216181,0.243205,0.334097,-0.165101,0.280093,0.308333,-0.112611,0.146694,0.590639,-0.134436,0.156176,0.439046,-0.148066,0.189177,0.380785,-0.118425,0.223566,0.359552,-0.086496,0,0,0,0
0.236837,0.835289,-0.000068,0.349137,0.783920,-0.036106,0.413761,0.681383,-0.088594,0.442403,0.563700,-0.114753,0.452561,0.461090,-0.142928,0.322743,0.646760,-0.265877,0.354428,0.465003,-0.289835,0.390223,0.382774,-0.229697,0.415860,0.344267,-0.173828,0.242647,0.617187,-0.234950,0.273964,0.416856,-0.265925,0.316879,0.336284,-0.188607,0.349518,0.313022,-0.116863,0.183169,0.598171,-0.186207,0.203337,0.408635,-0.212713,0.245251,0.333251,-0.161251,0.281278,0.307595,-0.109442,0.146902,0.589054,-0.130282,0.157955,0.435928,-0.144860,0.191745,0.377418,-0.116417,0.226083,0.356054,-0.086055,0,0,0,0
0.242257,0.839057,-0.000056,0.351644,0.786514,-0.037425,0.415124,0.681249,-0.091537,0.443994,0.562064,-0.120709,0.453894,0.459325,-0.152339,0.323468,0.647636,-0.267238,0.352961,0.462341,-0.294735,0.387308,0.379419,-0.237999,0.413651,0.342388,-0.184089,0.243244,0.619885,-0.237595,0.271257,0.415210,-0.269781,0.313877,0.334061,-0.193921,0.347380,0.312922,-0.122975,0.183601,0.604160,-0.191400,0.200996,0.410335,-0.220014,0.242160,0.332492,-0.172093,0.278400,0.306026,-0.122082,0.147604,0.599212,-0.137785,0.155699,0.444895,-0.154047,0.187930,0.384359,-0.127499,0.222208,0.361459,-0.097751,0,0,0,0
0.237748,0.839015,-0.000088,0.349433,0.786575,-0.038628,0.415424,0.680199,-0.092815,0.445368,0.560356,-0.119958,0.452602,0.458495,-0.146677,0.322689,0.648680,-0.272152,0.353281,0.461126,-0.298856,0.388400,0.379457,-0.239510,0.414791,0.344618,-0.182418,0.241366,0.620132,-0.241198,0.270143,0.411506,-0.276040,0.314131,0.331746,-0.198605,0.348925,0.313301,-0.126353,0.181806,0.602754,-0.192576,0.200932,0.407983,-0.222085,0.245502,0.333772,-0.169853,0.284288,0.310993,-0.116579,0.146507,0.595143,-0.137247,0.156400,0.440271,-0.154768,0.189590,0.379859,-0.127971,0.223399,0.357818,-0.098493,0,0,0,0
0.242924,0.840903,-0.000077,0.351700,0.786068,-0.032609,0.416064,0.681439,-0.084740,0.446210,0.562444,-0.112372,0.454819,0.460508,-0.140567,0.327288,0.648510,-0.261462,0.357489,0.463469,-0.287630,0.389453,0.380737,-0.231223,0.413284,0.343554,-0.178040,0.246628,0.619955,-0.233727,0.275418,0.414644,-0.266080,0.317960,0.335383,-0.189172,0.351064,0.316231,-0.116956,0.186580,0.603006,-0.188758,0.204546,0.408735,-0.216168,0.247425,0.333147,-0.165122,0.284837,0.309276,-0.112805,0.150308,0.595915,-0.136432,0.158882,0.439826,-0.152790,0.191641,0.378145,-0.127084,0.226115,0.355114,-0.098171,0,0,0,0
0.241034,0.841697,-0.000067,0.349788,0.787167,-0.033268,0.414469,0.680265,-0.085237,0.446171,0.561400,-0.113357,0.457137,0.459183,-0.142227,0.326450,0.647272,-0.258718,0.356312,0.459956,-0.283919,0.389208,0.379205,-0.224518,0.413884,0.345027,-0.169011,0.246280,0.620223,-0.232849,0.276599,0.414257,-0.265503,0.319091,0.335228,-0.188393,0.351532,0.314484,-0.116484,0.186130,0.604999,-0.191063,0.205517,0.410056,-0.219838,0.245341,0.332851,-0.170377,0.279349,0.304852,-0.119963,0.149303,0.599544,-0.142023,0.158497,0.445103,-0.159369,0.189171,0.383859,-0.133724,0.220800,0.359306,-0.104891,0,0,0,0
0.243634,0.842489,-0.000072,0.351263,0.787270,-0.033856,0.414904,0.680088,-0.086260,0.445362,0.561556,-0.114904,0.455682,0.459339,-0.144467,0.326069,0.645032,-0.258463,0.355484,0.456653,-0.281684,0.388750,0.375262,-0.220635,0.413882,0.340921,-0.164557,0.245083,0.619227,-0.231514,0.273557,0.412976,-0.262603,0.316042,0.334338,-0.184771,0.349095,0.315448,-0.111722,0.184536,0.606162,-0.188440,0.202292,0.410807,-0.216400,0.242713,0.333879,-0.166943,0.278127,0.307324,-0.115909,0.147722,0.602771,-0.137708,0.155778,0.449303,-0.153707,0.186245,0.389396,-0.125971,0.218236,0.365959,-0.095218,0,0,0,0
0.241890,0.841508,-0.000074,0.351902,0.788533,-0.029608,0.416671,0.682732,-0.078929,0.447196,0.562740,-0.104384,0.454909,0.463634,-0.130298,0.329172,0.651229,-0.258420,0.359674,0.464099,-0.288681,0.389777,0.381782,-0.233154,0.412357,0.345461,-0.179398,0.246680,0.623143,-0.233270,0.272859,0.413687,-0.270341,0.314703,0.334081,-0.193134,0.347493,0.317495,-0.118403,0.185476,0.607010,-0.191530,0.201827,0.409726,-0.223291,0.246067,0.334439,-0.171086,0.284862,0.312517,-0.116436,0.148610,0.599907,-0.142625,0.156132,0.443932,-0.160785,0.188061,0.381122,-0.134864,0.221942,0.357296,-0.104100,0,0,0,0
0.244830,0.841518,-0.000079,0.352991,0.786097,-0.030715,0.416598,0.680756,-0.081863,0.446132,0.562427,-0.108679,0.455955,0.461519,-0.136781,0.328661,0.647447,-0.256591,0.358018,0.460957,-0.282332,0.389389,0.378515,-0.225867,0.413693,0.341181,-0.173013,0.246758,0.620301,-0.229343,0.273002,0.413924,-0.260194,0.314606,0.335470,-0.183311,0.347869,0.318012,-0.110341,0.186096,0.606238,-0.184838,0.202092,0.410626,-0.211273,0.244119,0.335129,-0.160831,0.281485,0.311526,-0.108638,0.149962,0.602274,-0.132680,0.158683,0.447354,-0.145828,0.190875,0.388027,-0.116813,0.224350,0.365998,-0.085694,0,0,0,0
0.243304,0.841651,-0.000084,0.353315,0.792437,-0.029752,0.417223,0.686721,-0.079594,0.448089,0.566348,-0.105765,0.458075,0.466894,-0.132217,0.332028,0.651452,-0.258874,0.360739,0.463820,-0.287143,0.390469,0.381967,-0.228323,0.412423,0.346047,-0.173344,0.249739,0.623391,-0.233993,0.275795,0.415067,-0.270764,0.317591,0.334968,-0.192535,0.349939,0.316501,-0.116958,0.187904,0.607815,-0.192707,0.204890,0.411314,-0.224221,0.248539,0.334961,-0.172024,0.286481,0.310848,-0.117094,0.149850,0.601169,-0.144114,0.158101,0.444707,-0.163614,0.189633,0.380722,-0.138890,0.222854,0.354545,-0.109246,0,0,0,0
0.248171,0.844904,-0.000071,0.358531,0.791376,-0.024127,0.421835,0.686023,-0.073988,0.450660,0.566660,-0.101855,0.462182,0.465709,-0.131716,0.337674,0.651055,-0.251756,0.363793,0.465376,-0.280121,0.390320,0.381522,-0.225072,0.410763,0.343437,-0.173741,0.254605,0.625431,-0.229287,0.276838,0.418946,-0.262438,0.314369,0.338518,-0.185674,0.344980,0.319368,-0.112251,0.191686,0.612540,-0.190587,0.206256,0.416150,-0.217270,0.246875,0.339067,-0.164128,0.283353,0.313911,-0.110293,0.152407,0.608427,-0.143683,0.161674,0.449257,-0.158861,0.192278,0.385336,-0.130289,0.225552,0.358790,-0.099075,0,0,0,0
0.251540,0.845209,-0.000086,0.360424,0.793325,-0.022929,0.424410,0.687935,-0.072076,0.454977,0.567498,-0.099649,0.465982,0.465052,-0.129402,0.342698,0.651789,-0.252649,0.368617,0.463859,-0.283716,0.392811,0.376971,-0.229615,0.410486,0.336532,-0.177442,0.260034,0.626330,-0.230165,0.282837,0.418303,-0.263775,0.319268,0.337003,-0.185881,0.348331,0.316529,-0.110954,0.197014,0.612841,-0.192416,0.211713,0.415627,-0.219541,0.250991,0.336409,-0.168609,0.286562,0.308574,-0.116401,0.158021,0.607467,-0.146433,0.167898,0.449614,-0.162095,0.196552,0.383241,-0.136831,0.228363,0.352737,-0.108359,0,0,0,0
0.255664,0.846150,-0.000069,0.362285,0.790376,-0.023168,0.425745,0.683616,-0.072522,0.455404,0.564998,-0.100988,0.463207,0.464497,-0.131901,0.342148,0.645760,-0.245286,0.366376,0.460412,-0.271314,0.390535,0.375565,-0.214670,0.409076,0.337208,-0.161411,0.259366,0.623662,-0.223063,0.278511,0.417377,-0.253281,0.314244,0.337218,-0.174901,0.344002,0.320622,-0.099179,0.196417,0.614839,-0.185277,0.205855,0.417412,-0.211057,0.243723,0.339902,-0.159899,0.279240,0.316023,-0.107154,0.157697,0.615244,-0.139435,0.163369,0.457476,-0.152962,0.191736,0.394481,-0.124549,0.223990,0.368836,-0.092671,0,0,0,0
0.259094,0.845093,-0.000075,0.367025,0.789618,-0.022503,0.429125,0.683303,-0.071728,0.459697,0.565315,-0.099219,0.470050,0.465589,-0.129271,0.346060,0.645645,-0.251262,0.371094,0.461270,-0.284466,0.395962,0.377360,-0.230216,0.414319,0.338645,-0.178489,0.263563,0.622446,-0.229253,0.283348,0.415163,-0.268304,0.320107,0.334034,-0.189167,0.349867,0.315239,-0.112526,0.200893,0.612296,-0.191686,0.212064,0.416245,-0.222490,0.252610,0.337671,-0.167156,0.289320,0.311154,-0.110458,0.162025,0.609652,-0.146283,0.165947,0.451557,-0.166294,0.192356,0.380220,-0.142963,0.222942,0.343872,-0.114014,0,0,0,0
0.259021,0.848449,-0.000078,0.367220,0.789326,-0.020244,0.429820,0.682635,-0.068610,0.459359,0.564007,-0.094229,0.466523,0.464520,-0.121788,0.346038,0.645612,-0.248806,0.371344,0.461170,-0.278587,0.395600,0.378046,-0.221903,0.413051,0.339147,-0.168554,0.262919,0.623881,-0.226321,0.282254,0.416978,-0.263203,0.317201,0.336327,-0.184111,0.345567,0.317124,-0.107247,0.200062,0.615551,-0.187706,0.210113,0.420974,-0.215960,0.248182,0.342027,-0.160257,0.282454,0.313934,-0.103762,0.161201,0.614627,-0.140602,0.164961,0.458310,-0.159232,0.189633,0.386888,-0.134852,0.217683,0.348113,-0.105250,0,0,0,0
0.260467,0.846701,-0.000064,0.367592,0.786578,-0.021101,0.429459,0.680635,-0.070710,0.459835,0.563083,-0.098176,0.467863,0.463757,-0.127171,0.346014,0.643965,-0.250250,0.371713,0.459628,-0.283294,0.395326,0.375469,-0.229093,0.412697,0.335921,-0.176459,0.263009,0.622460,-0.228374,0.281526,0.415245,-0.266619,0.317094,0.335363,-0.187064,0.346507,0.317987,-0.108962,0.200263,0.613840,-0.190923,0.209782,0.418231,-0.220832,0.249400,0.340094,-0.165203,0.285536,0.314143,-0.108029,0.161824,0.612650,-0.145040,0.164648,0.455577,-0.164667,0.190281,0.384493,-0.140331,0.220080,0.348044,-0.110007,0,0,0,0
0.265594,0.852488,-0.000077,0.372013,0.789351,-0.023476,0.432940,0.677921,-0.072255,0.458952,0.556003,-0.097427,0.462209,0.453905,-0.126327,0.344447,0.643070,-0.249266,0.365345,0.457092,-0.274781,0.391078,0.374213,-0.216358,0.411377,0.337314,-0.159916,0.261638,0.624201,-0.224616,0.277066,0.415796,-0.257846,0.312323,0.336123,-0.178775,0.341526,0.318270,-0.101698,0.200148,0.618824,-0.184038,0.206117,0.422629,-0.211843,0.241721,0.341952,-0.160556,0.274996,0.311866,-0.107473,0.162900,0.621386,-0.134623,0.164163,0.464599,-0.152617,0.188642,0.393828,-0.129372,0.217490,0.357552,-0.100246,0,0,0,0
0.276556,0.857292,-0.000067,0.383485,0.796116,-0.018870,0.441913,0.684491,-0.063484,0.465896,0.561077,-0.086788,0.471802,0.459879,-0.110836,0.355836,0.647376,-0.238865,0.373059,0.462030,-0.266391,0.395679,0.377902,-0.211842,0.413262,0.339383,-0.158906,0.272901,0.628495,-0.217222,0.285292,0.421738,-0.253239,0.318169,0.338367,-0.179327,0.345779,0.315967,-0.107727,0.210144,0.622985,-0.179545,0.214376,0.426331,-0.207537,0.249361,0.343770,-0.154796,0.282166,0.312437,-0.100760,0.171215,0.624882,-0.133493,0.170502,0.466921,-0.148734,0.193568,0.398062,-0.122190,0.220985,0.364771,-0.091812,0,0,0,0
0.277128,0.855186,-0.000070,0.383554,0.792109,-0.022518,0.442447,0.678738,-0.068609,0.467615,0.555979,-0.091838,0.468489,0.456725,-0.116411,0.354686,0.647390,-0.246189,0.371412,0.459792,-0.275707,0.392857,0.375394,-0.219039,0.409266,0.336542,-0.163369,0.271751,0.630236,-0.222449,0.283360,0.420741,-0.259136,0.315475,0.338473,-0.179894,0.342842,0.318191,-0.102310,0.209623,0.624882,-0.183298,0.212271,0.428482,-0.214953,0.246703,0.346637,-0.161964,0.279056,0.314635,-0.106197,0.171306,0.625506,-0.135884,0.169210,0.469261,-0.157188,0.191256,0.397837,-0.133336,0.217789,0.360467,-0.104464,0,0,0,0
0.276762,0.853555,-0.000079,0.382236,0.788839,-0.024241,0.442237,0.676209,-0.071049,0.467379,0.551844,-0.094086,0.462759,0.449959,-0.118426,0.351567,0.646019,-0.246189,0.371350,0.459008,-0.271977,0.395635,0.375998,-0.214136,0.413098,0.338477,-0.158157,0.270536,0.628920,-0.221848,0.288245,0.421966,-0.254916,0.322116,0.342714,-0.174754,0.349274,0.321010,-0.097278,0.210314,0.622974,-0.182040,0.218270,0.428423,-0.211663,0.253507,0.346869,-0.157589,0.285518,0.312029,-0.102826,0.173354,0.622343,-0.134239,0.173321,0.465585,-0.155410,0.195697,0.391639,-0.131414,0.221970,0.350169,-0.102999,0,0,0,0
